Geography,Total Estimate,Total Margin of Error,Estimate - 12 00 a.m. to 4 59 a.m.,Margin of Error - 12 00 a.m. to 4 59 a.m.,Estimate - 5 00 a.m. to 5 29 a.m.,Margin of Error - 5 00 a.m. to 5 29 a.m.,Estimate - 5 30 a.m. to 5 59 a.m.,Margin of Error - 5 30 a.m. to 5 59 a.m.,Estimate - 6 00 a.m. to 6 29 a.m.,Margin of Error - 6 00 a.m. to 6 29 a.m.,Estimate - 6 30 a.m. to 6 59 a.m.,Margin of Error - 6 30 a.m. to 6 59 a.m.,Estimate - 7 00 a.m. to 7 29 a.m.,Margin of Error - 7 00 a.m. to 7 29 a.m.,Estimate - 7 30 a.m. to 7 59 a.m.,Margin of Error - 7 30 a.m. to 7 59 a.m.,Estimate - 8 00 a.m. to 8 29 a.m.,Margin of Error - 8 00 a.m. to 8 29 a.m.,Estimate - 8 30 a.m. to 8 59 a.m.,Margin of Error - 8 30 a.m. to 8 59 a.m.,Estimate - 9 00 a.m. to 9 59 a.m.,Margin of Error - 9 00 a.m. to 9 59 a.m.,Estimate - 10 00 a.m. to 10 59 a.m.,Margin of Error - 10 00 a.m. to 10 59 a.m.,Estimate - 11 00 a.m. to 11 59 a.m.,Margin of Error - 11 00 a.m. to 11 59 a.m.,Estimate - 12 00 p.m. to 3 59 p.m.,Margin of Error - 12 00 p.m. to 3 59 p.m.,Estimate - 4 00 p.m. to 11 59 p.m.,Margin of Error - 4 00 p.m. to 11 59 p.m.,Block Group,Census Tract,County,State
1500000US250250502004,873,337,14,21,137,123,117,98,27,32,15,23,86,76,52,60,14,22,6,11,90,70,28,47,0,12,151,132,136,96,4,502,Suffolk County,Massachusetts
1500000US250250503001,379,120,15,20,46,60,0,12,0,12,19,27,50,32,7,15,0,12,0,12,99,55,0,12,0,12,32,23,111,73,1,503,Suffolk County,Massachusetts
1500000US250250503002,335,87,0,12,12,14,22,24,8,12,17,26,61,33,64,34,2,3,6,9,21,18,22,18,0,12,48,33,52,37,2,503,Suffolk County,Massachusetts
1500000US250250504001,418,149,0,12,36,35,34,36,0,12,32,26,96,49,39,34,29,31,6,8,31,25,8,11,18,25,51,48,38,35,1,504,Suffolk County,Massachusetts
1500000US250250504002,1276,232,39,43,93,66,100,78,97,42,110,85,144,60,101,46,98,59,47,47,137,62,48,39,73,62,135,95,54,72,2,504,Suffolk County,Massachusetts
1500000US250250505001,1457,203,106,55,86,54,90,64,118,86,50,31,208,69,119,57,181,67,110,49,170,84,27,26,25,28,92,45,75,49,1,505,Suffolk County,Massachusetts
1500000US250250506001,780,179,0,12,20,31,23,29,100,72,38,41,119,81,73,48,111,63,48,36,79,59,0,12,0,12,119,69,50,41,1,506,Suffolk County,Massachusetts
1500000US250250506002,836,255,39,40,30,42,11,13,31,29,91,53,177,115,65,49,159,100,74,51,54,50,49,46,0,12,39,33,17,27,2,506,Suffolk County,Massachusetts
1500000US250250507001,1475,283,89,93,0,12,0,12,215,112,131,85,248,93,185,116,158,119,70,80,106,71,126,79,0,12,103,65,44,51,1,507,Suffolk County,Massachusetts
1500000US250250507002,817,260,118,69,18,21,0,12,76,61,56,49,83,76,104,67,53,40,7,12,89,71,0,12,11,17,126,71,76,55,2,507,Suffolk County,Massachusetts
1500000US250250507003,722,298,25,40,11,16,11,18,57,50,40,47,55,60,60,51,55,61,56,73,68,50,56,55,28,42,141,114,59,50,3,507,Suffolk County,Massachusetts
1500000US250250509011,960,286,67,70,59,53,0,12,118,88,30,44,116,76,11,16,46,44,92,62,127,99,42,57,89,65,109,81,54,62,1,509.01,Suffolk County,Massachusetts
1500000US250250509012,1022,186,69,76,111,66,0,12,95,63,53,45,215,96,26,28,118,55,22,26,50,44,82,47,32,33,106,70,43,39,2,509.01,Suffolk County,Massachusetts
1500000US250250509013,530,196,24,36,34,42,11,18,79,75,10,17,29,34,11,18,82,76,36,43,33,40,39,45,10,15,96,65,36,45,3,509.01,Suffolk County,Massachusetts
1500000US250250510001,1190,264,46,52,30,28,91,75,96,63,50,40,182,130,120,69,235,130,71,53,42,34,32,30,0,12,112,71,83,61,1,510,Suffolk County,Massachusetts
1500000US250250510002,472,177,55,57,0,12,26,43,47,48,18,20,22,22,61,39,85,63,19,25,35,37,18,29,0,12,27,27,59,51,2,510,Suffolk County,Massachusetts
1500000US250250510003,581,215,11,16,74,65,0,12,18,15,0,12,130,100,142,117,52,45,38,48,30,28,24,35,0,12,26,39,36,55,3,510,Suffolk County,Massachusetts
1500000US250250511011,1447,494,57,90,182,126,14,25,0,12,180,143,282,169,76,52,105,66,84,64,99,70,52,71,0,12,29,24,287,161,1,511.01,Suffolk County,Massachusetts
1500000US250250511012,891,363,93,89,85,95,63,79,16,29,52,63,64,81,94,76,246,196,57,45,0,12,69,82,0,12,18,30,34,52,2,511.01,Suffolk County,Massachusetts
1500000US250250511013,1049,407,72,90,143,116,38,44,37,69,147,104,105,108,69,71,167,116,47,77,84,86,51,54,0,12,0,12,89,79,3,511.01,Suffolk County,Massachusetts
1500000US250250511014,601,187,107,64,34,37,0,12,37,42,16,24,37,46,0,12,107,96,19,30,72,85,105,109,20,32,27,42,20,36,4,511.01,Suffolk County,Massachusetts
1500000US250250512001,138,92,0,12,0,12,0,12,0,12,0,12,32,31,27,26,45,70,8,13,9,14,17,27,0,12,0,12,0,12,1,512,Suffolk County,Massachusetts
1500000US250250512002,931,204,64,57,32,48,24,29,126,129,75,55,117,66,53,36,132,75,89,82,60,64,29,48,25,30,95,74,10,17,2,512,Suffolk County,Massachusetts
1500000US250250512003,539,117,6,11,0,12,20,28,0,12,30,23,85,51,40,33,142,61,83,66,44,41,17,19,19,29,53,46,0,12,3,512,Suffolk County,Massachusetts
1500000US250250601011,760,197,9,14,31,49,16,23,11,16,173,104,116,62,80,57,102,71,68,49,29,27,17,18,0,12,68,51,40,32,1,601.01,Suffolk County,Massachusetts
1500000US250250601012,446,125,0,12,0,12,8,12,40,38,70,53,73,50,68,58,111,53,28,25,15,17,0,12,0,12,22,24,11,16,2,601.01,Suffolk County,Massachusetts
1500000US250250601013,661,148,9,14,25,37,0,12,29,36,36,35,122,67,98,64,178,71,124,61,15,17,0,12,0,12,20,20,5,8,3,601.01,Suffolk County,Massachusetts
1500000US250250601014,576,128,32,35,0,12,0,12,38,36,53,41,58,47,68,36,99,64,102,50,95,83,0,12,0,12,0,12,31,34,4,601.01,Suffolk County,Massachusetts
1500000US250250602001,688,154,0,12,18,28,5,7,62,41,55,49,123,64,105,55,178,63,71,39,24,28,26,30,0,12,0,12,21,13,1,602,Suffolk County,Massachusetts
1500000US250250602002,940,237,4,6,31,31,23,36,119,65,36,29,240,101,156,77,146,57,84,48,39,26,27,30,16,25,6,8,13,13,2,602,Suffolk County,Massachusetts
1500000US250250603011,882,226,0,12,0,12,37,44,64,42,65,60,129,69,105,61,247,130,161,88,17,19,14,17,32,48,0,12,11,16,1,603.01,Suffolk County,Massachusetts
1500000US250250603012,495,228,0,12,0,12,0,12,30,27,30,27,98,125,98,73,137,143,21,20,0,12,59,66,0,12,22,25,0,12,2,603.01,Suffolk County,Massachusetts
1500000US250250603013,1096,250,10,15,11,16,34,41,70,62,148,110,71,63,160,91,317,110,107,81,26,19,0,12,0,12,80,70,62,60,3,603.01,Suffolk County,Massachusetts
1500000US250250604001,1087,341,16,26,0,12,0,12,74,87,187,204,161,106,191,127,245,170,94,98,98,88,0,12,21,34,0,12,0,12,1,604,Suffolk County,Massachusetts
1500000US250250604002,903,223,46,67,91,74,37,43,16,28,34,39,143,84,38,44,301,153,16,27,80,102,73,119,0,12,13,21,15,24,2,604,Suffolk County,Massachusetts
1500000US250250604003,744,397,0,12,0,12,0,12,0,12,97,94,144,118,32,35,213,145,170,195,50,80,0,12,11,21,0,12,27,32,3,604,Suffolk County,Massachusetts
1500000US250250604004,598,164,0,12,0,12,18,28,0,12,40,50,124,96,84,61,199,109,79,81,0,12,0,12,0,12,16,25,38,62,4,604,Suffolk County,Massachusetts
1500000US250250604005,362,177,0,12,0,12,0,12,17,22,15,24,51,52,0,12,102,87,0,12,111,87,66,107,0,12,0,12,0,12,5,604,Suffolk County,Massachusetts
1500000US250250605011,682,204,0,12,0,12,8,14,31,30,40,37,132,98,147,83,160,86,84,83,47,60,0,12,0,12,33,37,0,12,1,605.01,Suffolk County,Massachusetts
1500000US250250605012,928,201,17,18,26,27,41,41,129,82,46,48,103,65,200,96,81,49,97,53,39,37,122,64,0,12,18,29,9,16,2,605.01,Suffolk County,Massachusetts
1500000US250250605013,542,140,27,27,9,15,57,43,23,25,20,31,95,59,63,41,85,44,134,72,16,17,6,9,0,12,0,12,7,12,3,605.01,Suffolk County,Massachusetts
1500000US250250605014,592,211,0,12,33,54,33,43,73,60,38,62,19,22,23,27,67,47,109,101,103,116,30,48,0,12,64,74,0,12,4,605.01,Suffolk County,Massachusetts
1500000US250250605015,371,99,0,12,31,35,0,12,20,24,28,25,138,72,62,60,24,21,16,24,0,12,8,13,9,15,22,23,13,19,5,605.01,Suffolk County,Massachusetts
1500000US250250606001,2445,245,14,21,34,31,9,15,100,76,145,83,349,103,581,203,586,169,280,90,139,88,30,27,0,12,46,37,132,66,1,606,Suffolk County,Massachusetts
1500000US250250607001,296,83,0,12,59,41,30,28,12,13,56,35,7,11,15,17,22,25,24,23,1,3,21,19,0,12,47,31,2,4,1,607,Suffolk County,Massachusetts
1500000US250250607002,407,102,0,12,12,18,10,17,24,28,27,28,38,43,5,8,45,35,32,26,43,36,10,16,4,8,115,59,42,45,2,607,Suffolk County,Massachusetts
1500000US250250608001,447,186,16,24,0,12,0,12,24,38,86,98,87,89,42,52,59,57,16,26,45,52,20,29,0,12,52,62,0,12,1,608,Suffolk County,Massachusetts
1500000US250250608002,665,241,0,12,0,12,0,12,94,93,121,66,74,81,112,84,43,55,83,65,71,75,0,12,0,12,67,90,0,12,2,608,Suffolk County,Massachusetts
1500000US250250608003,758,262,0,12,29,34,0,12,103,112,60,82,71,69,45,55,292,176,49,38,71,69,16,27,0,12,11,24,11,18,3,608,Suffolk County,Massachusetts
1500000US250250608004,1379,400,23,37,0,12,35,53,166,121,27,45,289,164,294,141,156,86,118,64,181,145,0,12,0,12,45,62,45,44,4,608,Suffolk County,Massachusetts
1500000US250250610001,931,260,63,102,21,29,37,61,42,38,91,76,107,67,121,68,207,107,57,40,57,41,0,12,11,17,52,42,65,64,1,610,Suffolk County,Massachusetts
1500000US250250610002,294,133,0,12,13,17,13,21,16,23,29,43,29,35,0,12,86,75,22,26,0,12,0,12,0,12,34,39,52,43,2,610,Suffolk County,Massachusetts
1500000US250250610003,202,155,32,48,9,16,0,12,3,8,17,24,33,53,9,22,6,11,4,7,47,44,3,17,0,12,2,10,37,60,3,610,Suffolk County,Massachusetts
1500000US250250611011,212,68,0,12,0,12,0,12,6,9,25,19,6,10,40,33,43,34,26,31,17,23,14,15,0,12,21,17,14,21,1,611.01,Suffolk County,Massachusetts
1500000US250250611012,462,94,7,11,0,12,9,11,18,22,15,13,25,18,50,35,93,42,20,25,58,38,66,53,6,10,79,46,16,15,2,611.01,Suffolk County,Massachusetts
1500000US250250612001,2017,262,109,76,0,12,0,12,80,58,121,67,206,101,369,146,496,190,211,101,172,90,47,38,39,38,48,37,119,71,1,612,Suffolk County,Massachusetts
1500000US250250612002,382,188,29,47,0,12,0,12,7,11,7,12,26,29,74,59,39,43,112,85,35,45,7,14,7,12,32,37,7,12,2,612,Suffolk County,Massachusetts
1500000US250250612003,829,288,0,12,0,12,10,18,98,86,49,45,121,73,237,142,110,89,114,69,17,19,12,20,0,12,38,32,23,23,3,612,Suffolk County,Massachusetts
1500000US250250701011,764,212,0,12,0,12,0,12,34,32,56,54,91,65,71,46,145,77,156,115,73,71,13,23,14,21,51,57,60,49,1,701.01,Suffolk County,Massachusetts
1500000US250250701012,198,142,0,12,0,12,0,12,38,44,61,92,14,26,0,12,21,32,0,12,15,29,0,12,0,12,49,60,0,12,2,701.01,Suffolk County,Massachusetts
1500000US250250701013,428,217,0,12,13,31,15,23,62,97,18,32,16,24,12,19,38,42,92,85,135,156,0,12,0,12,27,42,0,12,3,701.01,Suffolk County,Massachusetts
1500000US250250701014,684,188,11,22,0,12,11,22,54,69,0,12,82,70,100,76,162,111,72,50,94,69,6,12,10,19,38,42,44,22,4,701.01,Suffolk County,Massachusetts
1500000US250250701015,162,148,0,12,0,12,0,12,7,13,0,12,76,79,20,33,52,63,0,12,7,12,0,12,0,12,0,12,0,12,5,701.01,Suffolk County,Massachusetts
1500000US250250701016,350,105,0,12,0,12,0,12,0,12,0,12,29,46,19,31,136,107,61,52,88,80,0,12,0,12,17,27,0,12,6,701.01,Suffolk County,Massachusetts
1500000US250250701017,488,163,0,12,0,12,0,12,27,44,0,12,43,43,67,47,76,72,111,98,134,109,17,27,13,23,0,12,0,12,7,701.01,Suffolk County,Massachusetts
1500000US250250701018,268,71,0,12,0,12,0,12,33,35,0,12,46,33,42,43,74,42,28,31,28,33,10,18,0,12,0,12,7,17,8,701.01,Suffolk County,Massachusetts
1500000US250250702001,465,201,0,12,0,12,0,12,20,22,0,12,37,29,33,25,7,11,31,33,40,38,88,106,51,76,144,115,14,23,1,702,Suffolk County,Massachusetts
1500000US250250702002,406,137,0,12,0,12,0,12,19,20,0,12,34,32,40,41,45,37,32,22,64,57,109,90,27,43,36,36,0,12,2,702,Suffolk County,Massachusetts
1500000US250250702003,1289,229,0,12,17,21,21,27,11,22,50,57,55,42,168,74,91,66,160,100,172,88,82,65,36,43,232,73,194,92,3,702,Suffolk County,Massachusetts
1500000US250250703001,615,156,0,12,42,62,13,20,17,27,74,53,23,28,67,53,86,47,102,76,94,100,12,19,75,80,10,17,0,12,1,703,Suffolk County,Massachusetts
1500000US250250703002,685,239,0,12,0,12,12,18,0,12,37,32,64,62,131,114,248,219,132,83,16,27,28,32,0,12,0,12,17,27,2,703,Suffolk County,Massachusetts
1500000US250250703003,737,194,18,28,111,119,6,16,13,24,39,44,123,124,110,86,100,70,170,111,6,13,23,35,3,8,0,12,15,23,3,703,Suffolk County,Massachusetts
1500000US250250703004,980,243,0,12,5,22,35,39,0,12,97,63,81,77,89,74,341,155,221,106,76,61,15,25,0,12,0,12,20,33,4,703,Suffolk County,Massachusetts
1500000US250250704021,884,117,3,5,13,12,3,4,64,39,19,14,129,51,80,34,135,45,110,43,67,39,98,48,58,41,94,45,11,10,1,704.02,Suffolk County,Massachusetts
1500000US250250705001,1420,269,0,12,0,12,60,70,13,21,74,54,184,104,264,103,366,221,200,116,202,115,0,12,0,12,38,45,19,31,1,705,Suffolk County,Massachusetts
1500000US250250705002,128,123,0,12,0,12,14,28,15,25,14,23,15,25,0,12,29,60,26,32,15,24,0,12,0,12,0,12,0,12,2,705,Suffolk County,Massachusetts
1500000US250250705003,1135,226,12,28,0,12,0,12,0,12,89,66,256,200,128,90,296,133,228,112,17,27,0,12,28,46,22,35,59,93,3,705,Suffolk County,Massachusetts
1500000US250250705004,810,303,0,12,0,12,0,12,100,100,21,33,72,70,71,69,74,55,119,69,17,27,131,144,24,38,112,107,69,70,4,705,Suffolk County,Massachusetts
1500000US250250706001,570,182,8,12,0,12,0,12,16,23,1,5,46,26,107,50,168,80,136,117,34,32,43,48,0,12,0,12,11,17,1,706,Suffolk County,Massachusetts
